,age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
4414,46,blue-collar,married,secondary,no,1673,yes,no,cellular,29,56,10,-1,0,unknown,no
4415,60,blue-collar,married,primary,no,38,yes,no,cellular,15,109,11,373,1,other,no
4416,31,entrepreneur,married,secondary,no,10,yes,yes,cellular,29,161,3,188,9,failure,no
4417,53,unemployed,divorced,secondary,no,468,no,no,cellular,22,153,6,-1,0,unknown,no
4418,52,management,married,secondary,no,5193,no,no,cellular,23,477,2,-1,0,unknown,no
4419,38,blue-collar,married,primary,no,-537,yes,no,unknown,2,171,1,-1,0,unknown,no
4420,45,admin.,married,secondary,no,820,yes,no,unknown,30,145,2,-1,0,unknown,no
4421,28,technician,married,secondary,no,487,yes,no,unknown,13,176,4,-1,0,unknown,no
4422,45,management,married,tertiary,no,1363,yes,no,unknown,15,657,5,-1,0,unknown,no
4423,31,management,single,tertiary,no,528,no,yes,cellular,21,5,7,-1,0,unknown,no
4424,27,admin.,married,secondary,no,639,no,yes,cellular,14,243,3,-1,0,unknown,no
4425,48,management,married,tertiary,no,-10,no,no,cellular,4,144,1,-1,0,unknown,no
4426,76,retired,married,unknown,no,8919,no,no,cellular,28,231,1,-1,0,unknown,no
4427,32,management,married,tertiary,no,1337,no,no,cellular,13,283,2,-1,0,unknown,no
4428,25,blue-collar,single,secondary,no,377,no,no,cellular,15,1412,4,-1,0,unknown,no
4429,46,technician,married,secondary,yes,289,no,no,unknown,7,51,3,-1,0,unknown,no
4430,30,unemployed,married,primary,no,1379,no,yes,cellular,20,172,2,-1,0,unknown,no
4431,46,technician,married,tertiary,no,-582,yes,no,cellular,5,245,4,354,9,other,no
4432,32,self-employed,married,primary,no,286,yes,no,cellular,6,175,1,-1,0,unknown,no
4433,32,blue-collar,married,primary,no,2114,yes,no,telephone,17,40,1,-1,0,unknown,no
4434,54,blue-collar,married,primary,no,433,yes,no,cellular,20,252,5,-1,0,unknown,no
4435,26,blue-collar,single,secondary,no,249,yes,no,cellular,29,235,3,262,5,failure,no
4436,54,management,divorced,primary,no,210,no,no,cellular,18,178,1,-1,0,unknown,no
4437,41,admin.,married,secondary,no,1010,yes,no,cellular,17,47,1,338,1,failure,no
4438,37,admin.,single,secondary,no,16,no,no,unknown,24,11,1,-1,0,unknown,no
4439,39,admin.,married,secondary,no,0,no,no,cellular,9,106,2,-1,0,unknown,no
4440,27,technician,single,secondary,no,1842,yes,yes,cellular,18,687,2,300,1,failure,no
4441,48,blue-collar,married,primary,no,281,yes,no,unknown,19,100,3,-1,0,unknown,no
4442,54,housemaid,married,primary,no,8,no,yes,telephone,8,116,2,-1,0,unknown,no
4443,27,technician,single,unknown,no,0,yes,no,cellular,2,168,1,-1,0,unknown,no
4444,27,management,single,tertiary,no,338,no,yes,cellular,7,535,1,-1,0,unknown,no
4445,42,blue-collar,married,secondary,no,9359,yes,no,unknown,15,197,1,-1,0,unknown,no
4446,31,blue-collar,married,secondary,no,1664,yes,no,cellular,20,158,1,182,1,success,no
4447,53,management,married,tertiary,no,57,no,yes,cellular,19,84,3,-1,0,unknown,no
4448,39,technician,single,secondary,no,1048,yes,yes,cellular,8,201,2,-1,0,unknown,no
4449,52,services,married,secondary,no,0,yes,no,unknown,20,363,5,-1,0,unknown,no
4450,36,management,married,tertiary,no,-2,no,no,cellular,11,242,2,-1,0,unknown,no
4451,38,blue-collar,single,primary,no,1691,no,no,unknown,12,265,3,-1,0,unknown,no
4452,26,student,single,unknown,no,2503,no,no,cellular,30,121,1,63,2,failure,no
4453,36,blue-collar,married,secondary,no,71,yes,no,unknown,30,510,5,-1,0,unknown,no
4454,32,admin.,single,secondary,no,-45,yes,no,cellular,20,68,1,325,2,other,no
4455,40,services,married,secondary,no,-342,yes,no,unknown,26,754,1,-1,0,unknown,no
4456,63,retired,married,secondary,no,243,no,no,cellular,31,114,1,-1,0,unknown,no
4457,72,retired,married,primary,no,806,no,no,cellular,19,169,1,-1,0,unknown,no
4458,45,management,married,tertiary,no,77,yes,no,cellular,17,59,1,-1,0,unknown,no
4459,32,management,divorced,tertiary,no,1145,yes,no,cellular,11,580,1,350,4,success,no
4460,57,blue-collar,single,primary,no,739,yes,no,cellular,14,172,2,364,1,failure,no
4461,49,management,married,tertiary,no,999,no,no,cellular,18,98,4,-1,0,unknown,no
4462,52,management,married,secondary,no,189,no,no,cellular,22,90,2,-1,0,unknown,no
4463,35,self-employed,married,secondary,no,347,no,no,unknown,20,231,1,-1,0,unknown,no
4464,29,management,single,tertiary,no,0,yes,no,unknown,23,331,2,-1,0,unknown,no
4465,48,management,divorced,tertiary,no,-244,yes,no,unknown,5,253,1,-1,0,unknown,no
4466,30,blue-collar,single,secondary,no,144,yes,no,unknown,21,202,3,-1,0,unknown,no
4467,30,self-employed,married,tertiary,no,694,no,no,cellular,7,185,4,-1,0,unknown,no
4468,35,technician,single,secondary,no,5059,no,yes,cellular,7,115,2,-1,0,unknown,no
4469,38,technician,married,secondary,no,2000,yes,no,cellular,7,198,2,-1,0,unknown,no
4470,38,blue-collar,divorced,secondary,no,2048,no,yes,cellular,14,123,1,-1,0,unknown,no
4471,42,management,divorced,tertiary,no,497,no,no,unknown,15,84,22,-1,0,unknown,no
4472,34,blue-collar,married,secondary,no,467,yes,no,cellular,13,195,2,357,2,failure,no
4473,36,blue-collar,married,secondary,no,2357,yes,no,unknown,17,228,2,-1,0,unknown,no
4474,33,management,married,tertiary,no,1297,yes,no,cellular,14,117,1,-1,0,unknown,no
4475,34,technician,single,tertiary,no,0,yes,no,cellular,17,158,2,-1,0,unknown,no
4476,49,management,married,tertiary,no,0,no,no,cellular,6,44,2,-1,0,unknown,no
4477,37,management,married,tertiary,no,0,no,no,cellular,20,179,2,-1,0,unknown,no
4478,55,blue-collar,single,secondary,no,197,no,no,cellular,30,95,6,-1,0,unknown,no
4479,57,entrepreneur,married,unknown,no,657,no,no,unknown,12,344,1,-1,0,unknown,no
4480,27,technician,single,secondary,no,299,yes,no,cellular,5,29,7,-1,0,unknown,no
4481,32,blue-collar,married,secondary,no,-205,yes,no,unknown,7,388,1,-1,0,unknown,no
4482,49,admin.,married,secondary,no,82,yes,no,unknown,6,310,1,-1,0,unknown,no
4483,37,admin.,married,tertiary,no,3913,yes,no,cellular,16,57,2,80,1,success,no
4484,59,technician,married,secondary,no,2613,no,no,cellular,5,79,1,-1,0,unknown,no
4485,45,blue-collar,married,tertiary,no,23,yes,yes,cellular,13,234,3,-1,0,unknown,no
4486,56,retired,married,primary,no,21,no,no,cellular,29,324,7,-1,0,unknown,no
4487,37,management,married,tertiary,no,5205,yes,no,unknown,23,493,2,-1,0,unknown,no
4488,50,blue-collar,divorced,primary,no,1629,yes,no,cellular,14,67,1,-1,0,unknown,no
4489,42,technician,married,secondary,no,315,yes,no,cellular,5,208,1,275,2,failure,no
4490,60,retired,divorced,tertiary,no,4,yes,no,cellular,26,400,3,358,2,failure,no
4491,34,management,married,tertiary,no,1870,yes,no,cellular,3,68,1,-1,0,unknown,no
4492,54,housemaid,married,primary,no,284,no,no,telephone,13,127,4,-1,0,unknown,no
4493,62,housemaid,married,secondary,no,565,no,no,cellular,4,123,3,-1,0,unknown,no
4494,51,blue-collar,married,secondary,no,2918,no,no,cellular,5,193,2,-1,0,unknown,no
4495,43,management,married,unknown,no,587,yes,no,cellular,5,11,6,231,9,failure,no
4496,42,blue-collar,married,secondary,no,790,yes,no,unknown,29,356,2,-1,0,unknown,no
4497,44,retired,married,secondary,no,181,yes,no,unknown,19,131,6,-1,0,unknown,no
4498,34,technician,married,tertiary,no,544,yes,yes,cellular,18,58,2,-1,0,unknown,no
4499,34,management,single,unknown,no,1534,yes,no,cellular,16,156,1,147,7,other,no
4500,55,retired,married,secondary,no,991,no,no,cellular,11,593,2,-1,0,unknown,no
4501,27,services,single,tertiary,no,9965,yes,no,cellular,22,662,1,-1,0,unknown,no
4502,55,entrepreneur,divorced,tertiary,no,0,no,no,unknown,6,108,2,-1,0,unknown,no
4503,60,entrepreneur,married,primary,no,2408,no,no,telephone,20,102,4,-1,0,unknown,no
4504,28,blue-collar,married,secondary,no,4287,no,no,cellular,30,171,1,-1,0,unknown,no
4505,29,technician,married,tertiary,no,-983,yes,yes,cellular,31,58,2,-1,0,unknown,no
4506,30,blue-collar,married,secondary,no,363,yes,no,unknown,28,132,1,-1,0,unknown,no
4507,63,retired,married,secondary,no,0,no,no,telephone,7,73,2,-1,0,unknown,no
4508,36,services,divorced,secondary,no,241,yes,no,unknown,8,133,1,-1,0,unknown,no
4509,55,housemaid,married,primary,no,1233,no,no,cellular,28,97,2,-1,0,unknown,no
4510,60,technician,married,unknown,no,132,yes,no,unknown,20,21,11,-1,0,unknown,no
4511,40,management,married,secondary,no,9047,yes,no,cellular,21,527,1,95,2,other,no
4512,31,entrepreneur,single,tertiary,no,247,yes,yes,unknown,2,273,1,-1,0,unknown,no
4513,38,student,single,unknown,no,444,no,no,cellular,8,157,3,206,6,success,no
4514,57,retired,married,primary,no,-64,yes,no,telephone,24,147,1,-1,0,unknown,no
4515,59,blue-collar,married,primary,no,14,yes,yes,cellular,18,319,2,182,1,failure,no
4516,45,services,married,secondary,no,-1036,yes,no,unknown,9,65,17,-1,0,unknown,no
4517,42,technician,married,tertiary,no,782,no,no,cellular,3,285,1,-1,0,unknown,no
4518,43,management,divorced,tertiary,no,171,no,no,cellular,18,67,2,-1,0,unknown,no
4519,46,entrepreneur,married,primary,no,5130,yes,yes,cellular,11,181,1,-1,0,unknown,no
4520,28,management,single,tertiary,no,385,no,yes,cellular,9,79,4,193,7,failure,no
4521,32,technician,single,secondary,no,129,yes,no,cellular,7,213,1,-1,0,unknown,no
4522,29,blue-collar,married,secondary,no,43,yes,no,unknown,6,268,2,-1,0,unknown,no
4523,43,services,married,secondary,no,192,yes,yes,unknown,30,273,2,-1,0,unknown,no
4524,44,blue-collar,married,secondary,no,500,yes,no,cellular,14,86,2,304,2,failure,no
4525,36,self-employed,married,tertiary,no,1234,no,no,cellular,7,106,1,-1,0,unknown,no
4526,49,housemaid,married,secondary,no,905,no,no,cellular,25,102,4,-1,0,unknown,no
4527,30,services,married,secondary,no,973,yes,no,cellular,21,156,2,-1,0,unknown,no
4528,49,services,married,tertiary,no,306,yes,no,cellular,18,285,7,-1,0,unknown,no
4529,22,technician,single,secondary,no,333,no,yes,telephone,12,129,1,-1,0,unknown,no
4530,55,housemaid,divorced,unknown,no,3068,no,no,cellular,7,44,3,-1,0,unknown,no
4531,51,admin.,married,secondary,no,73,no,no,cellular,21,195,1,-1,0,unknown,no
4532,37,blue-collar,married,primary,no,27,no,no,unknown,6,80,1,-1,0,unknown,no
4533,56,retired,divorced,secondary,no,-82,no,yes,cellular,29,234,6,-1,0,unknown,no
4534,44,blue-collar,single,tertiary,no,827,yes,no,unknown,18,65,4,-1,0,unknown,no
4535,38,self-employed,married,secondary,no,279,yes,no,unknown,28,110,5,-1,0,unknown,no
4536,38,technician,married,secondary,no,4030,yes,no,cellular,19,75,2,177,5,failure,no
4537,38,student,single,tertiary,no,1523,yes,no,unknown,5,17,16,-1,0,unknown,no
4538,33,technician,married,secondary,no,956,yes,yes,cellular,20,120,2,-1,0,unknown,no
4539,41,technician,divorced,secondary,no,586,yes,no,unknown,19,223,1,-1,0,unknown,no
4540,48,services,single,secondary,yes,-470,yes,no,cellular,23,544,11,-1,0,unknown,no
4541,56,admin.,married,primary,no,2086,yes,no,cellular,5,159,8,-1,0,unknown,no
4542,31,unemployed,single,tertiary,no,1611,yes,no,unknown,23,154,2,-1,0,unknown,no
4543,33,technician,married,secondary,no,3470,no,no,cellular,11,285,2,-1,0,unknown,no
4544,27,blue-collar,married,primary,no,237,yes,no,cellular,22,283,6,-1,0,unknown,no
4545,40,management,married,tertiary,no,0,no,no,cellular,14,109,8,-1,0,unknown,no
4546,43,technician,married,secondary,no,253,no,no,cellular,21,111,5,-1,0,unknown,no
4547,45,unemployed,single,secondary,no,33,no,no,cellular,5,437,1,-1,0,unknown,no
4548,36,admin.,married,tertiary,no,828,yes,no,unknown,29,116,1,-1,0,unknown,no
4549,55,retired,divorced,secondary,no,13,yes,no,cellular,11,190,1,300,2,failure,no
4550,35,management,single,secondary,no,3384,yes,no,cellular,31,372,2,-1,0,unknown,no
4551,32,blue-collar,married,secondary,no,2561,yes,no,unknown,20,135,2,-1,0,unknown,no
4552,36,blue-collar,married,secondary,no,3420,yes,no,cellular,15,98,2,-1,0,unknown,no
4553,29,student,single,tertiary,no,0,no,no,unknown,26,52,3,-1,0,unknown,no
4554,28,admin.,married,tertiary,no,153,yes,no,cellular,5,77,1,-1,0,unknown,no
4555,33,admin.,single,secondary,no,346,yes,no,cellular,5,24,7,354,2,other,no
4556,28,services,single,secondary,no,115,yes,no,unknown,21,66,13,-1,0,unknown,no
4557,51,blue-collar,married,secondary,no,279,no,no,cellular,28,64,3,-1,0,unknown,no
4558,30,services,single,secondary,no,245,no,yes,cellular,8,187,2,-1,0,unknown,no
4559,54,services,divorced,tertiary,no,413,no,no,cellular,7,39,9,-1,0,unknown,no
4560,34,blue-collar,single,primary,no,-343,yes,yes,cellular,19,207,1,-1,0,unknown,no
4561,30,management,single,tertiary,no,254,no,no,cellular,21,202,1,-1,0,unknown,no
4562,43,blue-collar,married,secondary,no,470,yes,yes,unknown,26,185,1,-1,0,unknown,no
4563,29,management,single,tertiary,no,872,yes,no,cellular,21,173,2,-1,0,unknown,no
4564,41,admin.,single,secondary,no,1322,yes,no,cellular,29,58,1,266,1,failure,no
4565,35,technician,divorced,secondary,no,213,no,no,cellular,8,46,2,-1,0,unknown,no
4566,35,blue-collar,married,secondary,no,1287,yes,no,cellular,14,330,2,-1,0,unknown,no
4567,53,management,married,tertiary,no,1348,no,yes,cellular,17,120,3,-1,0,unknown,no
4568,40,blue-collar,married,primary,no,2502,yes,no,cellular,18,205,1,-1,0,unknown,no
4569,44,services,married,primary,no,1161,yes,no,unknown,19,110,5,-1,0,unknown,no
4570,57,admin.,married,secondary,no,16873,no,no,cellular,14,219,3,372,1,failure,no
4571,51,blue-collar,married,primary,no,593,yes,no,unknown,28,157,2,-1,0,unknown,no
4572,56,services,married,secondary,no,-229,no,yes,cellular,23,55,10,-1,0,unknown,no
4573,34,services,single,secondary,no,16,yes,no,cellular,20,340,1,-1,0,unknown,no
4574,52,self-employed,married,tertiary,no,1088,yes,no,unknown,6,217,2,-1,0,unknown,no
4575,49,blue-collar,married,secondary,no,366,yes,yes,unknown,30,191,3,-1,0,unknown,no
4576,52,entrepreneur,married,secondary,no,330,no,yes,cellular,4,228,1,-1,0,unknown,no
4577,52,management,married,tertiary,no,1564,yes,no,cellular,17,493,1,-1,0,unknown,no
4578,36,technician,single,secondary,no,300,yes,no,unknown,6,358,1,-1,0,unknown,no
4579,31,management,single,tertiary,no,53,yes,no,cellular,7,165,3,-1,0,unknown,no
4580,31,admin.,single,secondary,no,2398,yes,no,unknown,2,16,13,-1,0,unknown,no
4581,42,management,divorced,tertiary,no,0,no,no,unknown,20,85,2,-1,0,unknown,no
4582,31,management,married,tertiary,no,91,no,no,unknown,27,145,2,-1,0,unknown,no
4583,33,services,married,secondary,no,34,yes,yes,unknown,3,161,1,-1,0,unknown,no
4584,35,management,single,unknown,no,2361,no,no,cellular,9,90,10,-1,0,unknown,no
4585,28,admin.,single,secondary,no,177,yes,yes,cellular,6,150,1,-1,0,unknown,no
4586,49,technician,divorced,secondary,no,342,no,yes,cellular,19,58,3,-1,0,unknown,no
4587,28,blue-collar,married,primary,no,46,yes,no,unknown,27,205,3,-1,0,unknown,no
4588,57,management,married,tertiary,no,16,no,no,cellular,21,200,3,-1,0,unknown,no
4589,35,blue-collar,married,primary,no,914,yes,no,unknown,27,374,9,-1,0,unknown,no
4590,37,unemployed,single,secondary,no,687,no,no,telephone,4,271,3,-1,0,unknown,no
4591,47,blue-collar,married,secondary,no,1143,yes,no,unknown,4,79,1,-1,0,unknown,no
4592,46,blue-collar,married,primary,no,881,yes,no,unknown,9,126,2,-1,0,unknown,no
4593,38,self-employed,married,secondary,no,138,no,no,unknown,9,182,3,-1,0,unknown,no
4594,51,blue-collar,divorced,primary,no,57,yes,yes,cellular,7,355,1,-1,0,unknown,no
4595,36,admin.,single,secondary,no,1414,yes,no,cellular,16,244,1,-1,0,unknown,no
4596,35,admin.,married,tertiary,no,948,yes,no,cellular,8,86,1,-1,0,unknown,no
4597,44,technician,single,secondary,no,2403,yes,no,unknown,30,158,1,-1,0,unknown,no
4598,39,unemployed,married,secondary,no,0,yes,no,unknown,20,191,1,-1,0,unknown,no
4599,40,management,married,tertiary,no,121,no,no,unknown,8,82,1,-1,0,unknown,no
4600,27,management,single,tertiary,no,587,no,no,cellular,4,101,3,-1,0,unknown,no
4601,37,technician,single,secondary,no,267,no,no,cellular,13,121,1,-1,0,unknown,no
4602,48,admin.,divorced,secondary,no,1108,yes,no,unknown,15,420,1,-1,0,unknown,no
4603,39,management,married,secondary,no,1035,yes,no,cellular,20,436,1,-1,0,unknown,no
4604,44,blue-collar,married,secondary,no,6491,yes,no,unknown,29,244,1,-1,0,unknown,no
4605,54,technician,divorced,secondary,no,814,yes,no,unknown,30,95,1,-1,0,unknown,no
4606,32,technician,single,secondary,no,1698,yes,no,unknown,20,115,1,-1,0,unknown,no
4607,45,management,single,tertiary,no,311,yes,yes,cellular,22,81,1,-1,0,unknown,no
4608,52,admin.,married,secondary,no,423,yes,yes,cellular,20,139,2,96,7,failure,no
4609,36,blue-collar,married,secondary,no,3463,yes,no,telephone,21,29,4,-1,0,unknown,no
4610,55,admin.,married,secondary,no,0,no,no,cellular,29,88,2,-1,0,unknown,no
4611,32,services,married,secondary,yes,-220,yes,yes,cellular,25,123,2,-1,0,unknown,no
4612,25,self-employed,single,tertiary,no,1294,no,no,cellular,17,95,4,-1,0,unknown,no
4613,50,blue-collar,married,secondary,no,170,yes,yes,unknown,19,234,13,-1,0,unknown,no
4614,39,technician,single,tertiary,no,0,no,no,cellular,27,147,4,-1,0,unknown,no
4615,41,services,married,secondary,no,1027,yes,no,unknown,2,53,2,-1,0,unknown,no
4616,35,technician,single,secondary,no,1183,yes,no,cellular,21,21,3,185,2,failure,no
4617,31,entrepreneur,married,secondary,no,7518,yes,no,cellular,20,332,3,-1,0,unknown,no
4618,32,blue-collar,married,primary,no,-283,yes,no,cellular,18,24,2,349,2,other,no
4619,35,technician,married,secondary,no,1577,yes,yes,cellular,17,53,1,-1,0,unknown,no
4620,48,management,single,tertiary,no,505,no,no,cellular,26,320,5,-1,0,unknown,no
4621,31,management,married,tertiary,no,272,yes,no,cellular,9,174,1,-1,0,unknown,no
4622,33,management,married,primary,no,91,no,yes,cellular,25,113,3,-1,0,unknown,no
4623,36,blue-collar,married,primary,no,1580,yes,no,cellular,14,615,3,-1,0,unknown,no
4624,44,services,married,secondary,no,1422,yes,no,unknown,20,129,8,-1,0,unknown,no
4625,46,services,married,secondary,no,1034,no,no,cellular,8,109,2,-1,0,unknown,no
4626,45,blue-collar,divorced,secondary,no,0,no,no,unknown,6,422,5,-1,0,unknown,no
4627,52,management,married,tertiary,no,291,no,no,cellular,21,150,3,-1,0,unknown,no
4628,42,housemaid,married,primary,no,1,yes,no,telephone,28,59,5,-1,0,unknown,no
4629,51,blue-collar,married,secondary,no,22,yes,yes,unknown,9,178,1,-1,0,unknown,no
4630,32,blue-collar,single,primary,no,315,yes,no,unknown,30,61,2,-1,0,unknown,no
4631,60,entrepreneur,divorced,secondary,no,80,yes,no,unknown,15,397,1,-1,0,unknown,no
4632,30,self-employed,single,secondary,no,299,yes,no,unknown,16,679,17,-1,0,unknown,no
4633,28,admin.,single,secondary,no,267,yes,no,unknown,11,198,5,-1,0,unknown,no
4634,28,admin.,single,secondary,no,-181,yes,yes,cellular,7,429,2,343,4,failure,no
4635,35,management,married,secondary,no,1,yes,no,unknown,29,246,2,-1,0,unknown,no
4636,33,admin.,married,tertiary,no,1636,yes,yes,cellular,18,62,1,-1,0,unknown,no
4637,30,unemployed,single,tertiary,no,463,no,no,cellular,22,374,4,-1,0,unknown,no
4638,52,unemployed,married,tertiary,no,1023,no,no,cellular,7,107,6,-1,0,unknown,no
4639,38,services,married,secondary,no,2669,yes,no,cellular,20,208,2,-1,0,unknown,no
4640,38,entrepreneur,married,primary,no,350,yes,no,cellular,8,75,1,-1,0,unknown,no
4641,43,technician,married,tertiary,no,788,no,yes,cellular,22,168,3,-1,0,unknown,no
4642,45,management,married,tertiary,no,126,yes,no,cellular,20,92,1,342,1,failure,no
4643,37,technician,divorced,secondary,no,5957,yes,no,cellular,14,64,3,177,2,failure,no
4644,52,management,married,primary,no,3343,no,no,cellular,13,227,1,-1,0,unknown,no
4645,38,technician,single,secondary,no,211,yes,no,cellular,29,236,2,-1,0,unknown,no
4646,43,management,married,tertiary,no,175,yes,no,cellular,17,129,4,337,1,other,no
4647,31,technician,married,tertiary,no,338,no,no,cellular,6,184,2,-1,0,unknown,no
4648,36,admin.,single,secondary,no,886,yes,yes,cellular,14,362,6,-1,0,unknown,no
4649,33,blue-collar,married,primary,no,276,no,no,unknown,30,224,2,-1,0,unknown,no
4650,43,technician,divorced,secondary,no,0,no,no,cellular,19,332,3,-1,0,unknown,no
4651,27,technician,married,secondary,no,374,yes,no,unknown,19,188,2,-1,0,unknown,no
4652,40,management,married,primary,no,472,yes,no,unknown,30,85,2,-1,0,unknown,no
4653,43,entrepreneur,married,primary,no,0,yes,no,unknown,30,222,9,-1,0,unknown,no
4654,47,services,married,secondary,no,0,no,yes,unknown,20,51,2,-1,0,unknown,no
4655,46,management,married,tertiary,no,2851,yes,yes,cellular,15,77,4,-1,0,unknown,no
4656,36,admin.,married,secondary,no,39,yes,no,cellular,7,194,2,-1,0,unknown,no
4657,44,management,divorced,secondary,no,5757,yes,no,cellular,18,114,1,-1,0,unknown,no
4658,30,services,married,secondary,no,114,no,no,cellular,20,185,4,-1,0,unknown,no
4659,58,management,married,secondary,no,111,no,no,telephone,22,39,1,90,2,failure,no
4660,34,management,married,tertiary,no,-218,yes,no,cellular,8,126,2,-1,0,unknown,no
4661,53,entrepreneur,married,secondary,no,111,yes,no,unknown,15,750,2,-1,0,unknown,no
4662,37,management,single,secondary,no,655,no,yes,cellular,4,258,6,-1,0,unknown,no
4663,34,student,single,unknown,no,5827,no,no,cellular,17,97,2,-1,0,unknown,no
4664,41,management,married,secondary,no,1273,no,no,unknown,20,73,3,-1,0,unknown,no
4665,32,blue-collar,married,primary,no,7406,yes,no,unknown,20,418,2,-1,0,unknown,no
4666,33,blue-collar,married,secondary,no,2254,yes,no,cellular,17,130,1,148,1,failure,no
4667,59,management,married,primary,no,3831,no,no,telephone,30,87,4,-1,0,unknown,no
4668,45,services,married,secondary,no,520,yes,no,unknown,15,714,4,-1,0,unknown,no
4669,34,technician,single,tertiary,no,2047,yes,no,cellular,18,72,2,113,5,failure,no
4670,56,retired,married,secondary,no,753,no,yes,cellular,6,314,6,-1,0,unknown,no
4671,44,blue-collar,divorced,secondary,no,221,no,no,cellular,30,149,13,-1,0,unknown,no
4672,52,technician,married,secondary,no,306,no,no,cellular,25,265,4,-1,0,unknown,no
4673,52,technician,married,secondary,no,-38,no,no,unknown,6,613,1,-1,0,unknown,no
4674,43,admin.,single,secondary,no,375,no,yes,cellular,21,163,4,-1,0,unknown,no
4675,59,admin.,married,secondary,no,230,yes,no,unknown,6,190,3,-1,0,unknown,no
4676,43,management,single,secondary,yes,-1164,yes,yes,cellular,18,76,4,-1,0,unknown,no
4677,38,blue-collar,single,primary,no,199,yes,no,unknown,27,268,4,-1,0,unknown,no
4678,58,management,divorced,tertiary,no,1573,yes,yes,cellular,17,279,1,-1,0,unknown,no
4679,36,blue-collar,married,primary,yes,-1168,yes,no,unknown,29,216,7,-1,0,unknown,no
4680,59,management,single,tertiary,no,705,no,no,cellular,3,537,4,-1,0,unknown,no
4681,42,management,married,tertiary,no,356,no,no,cellular,19,129,4,-1,0,unknown,no
4682,39,housemaid,married,tertiary,no,2990,no,no,telephone,30,127,4,-1,0,unknown,no
4683,28,technician,single,tertiary,no,959,yes,no,cellular,29,330,2,-1,0,unknown,no
4684,28,admin.,single,secondary,no,-126,no,yes,cellular,8,360,4,-1,0,unknown,no
4685,33,management,single,tertiary,no,-2,no,yes,cellular,25,147,6,-1,0,unknown,no
4686,39,management,divorced,tertiary,no,3261,yes,no,unknown,9,150,17,-1,0,unknown,no
4687,49,retired,married,primary,no,3478,no,no,unknown,11,484,5,-1,0,unknown,no
4688,32,admin.,single,secondary,no,781,no,no,cellular,20,305,1,-1,0,unknown,no
4689,59,management,single,tertiary,no,911,no,yes,unknown,5,172,2,-1,0,unknown,no
4690,44,technician,divorced,unknown,no,759,yes,no,unknown,23,397,1,-1,0,unknown,no
4691,45,blue-collar,married,secondary,no,521,yes,no,unknown,17,259,3,-1,0,unknown,no
4692,27,management,married,tertiary,no,1918,no,no,cellular,9,61,1,-1,0,unknown,no
4693,25,admin.,single,secondary,no,681,yes,no,unknown,26,105,3,-1,0,unknown,no
4694,49,technician,married,secondary,no,5996,no,no,telephone,21,345,2,-1,0,unknown,no
4695,41,self-employed,married,primary,no,-8,yes,no,unknown,27,643,2,-1,0,unknown,no
4696,22,student,single,secondary,no,120,no,no,cellular,7,245,5,-1,0,unknown,no
4697,29,blue-collar,married,secondary,no,247,no,yes,cellular,7,199,1,-1,0,unknown,no
4698,33,entrepreneur,single,tertiary,no,1068,yes,no,unknown,5,396,2,-1,0,unknown,no
4699,36,technician,single,secondary,no,1102,no,no,telephone,6,236,4,-1,0,unknown,no
4700,52,entrepreneur,married,secondary,no,10,no,yes,cellular,17,72,3,-1,0,unknown,no
4701,45,admin.,married,secondary,no,825,no,no,unknown,19,140,1,-1,0,unknown,no
4702,42,blue-collar,divorced,primary,no,299,yes,no,unknown,13,253,2,-1,0,unknown,no
4703,39,housemaid,married,primary,no,13338,no,no,cellular,11,103,4,-1,0,unknown,no
4704,44,entrepreneur,married,primary,no,276,yes,yes,unknown,15,219,1,-1,0,unknown,no
4705,33,management,divorced,secondary,no,1897,yes,yes,unknown,2,197,1,-1,0,unknown,no
4706,34,admin.,single,secondary,no,0,yes,no,cellular,17,214,1,174,2,failure,no
4707,45,management,single,primary,no,707,yes,no,cellular,29,78,1,-1,0,unknown,no
4708,40,management,married,tertiary,no,481,yes,no,unknown,28,198,2,-1,0,unknown,no
4709,44,technician,married,tertiary,no,1146,no,no,cellular,4,178,2,-1,0,unknown,no
4710,35,admin.,single,tertiary,no,5007,yes,no,cellular,13,73,1,112,2,other,no
4711,36,technician,single,tertiary,no,251,yes,no,cellular,8,91,4,-1,0,unknown,no
4712,31,services,single,secondary,no,629,yes,no,unknown,21,369,2,-1,0,unknown,no
4713,31,entrepreneur,single,secondary,no,379,yes,no,cellular,18,570,2,-1,0,unknown,no
4714,31,admin.,married,secondary,no,3052,yes,yes,cellular,20,115,2,177,2,failure,no
4715,34,technician,married,secondary,no,1026,no,no,cellular,12,319,1,100,6,failure,no
4716,44,blue-collar,single,unknown,no,4330,no,no,unknown,18,16,9,-1,0,unknown,no
4717,34,technician,single,secondary,no,2583,no,no,cellular,28,64,1,95,2,failure,no
4718,41,blue-collar,married,secondary,no,790,yes,no,cellular,6,173,1,-1,0,unknown,no
4719,31,services,married,secondary,no,272,yes,no,unknown,13,133,12,-1,0,unknown,no
4720,38,management,single,tertiary,no,171,yes,yes,cellular,6,60,1,272,3,failure,no
4721,33,management,single,tertiary,no,-359,no,no,telephone,29,59,2,-1,0,unknown,no
4722,49,entrepreneur,married,secondary,no,89,yes,no,cellular,12,351,1,-1,0,unknown,no
